name,hall,stand,industry,email,website,address,country,about,url
POLE ZERO,2,2A-07,,benigk@polezero.com,www.mpgdover.com,5558 Union Centre Drive West Chester OH,States,,https://sahaexpo.com/en/katilimci/pole-zero
POLİGON MÜHENDİSLİK,5,5I-16a,"Industrial Production Technologies and Robotic Systems, Design, Analysis, and Engineering Services, Material and Material Shaping Technologies, Aircraft and Aviation Technologies, Unmanned Systems, Machinery and Other Manufacturing Equipment",info@poligonmuhendislik.com,www.poligonmuhendislik.com,Tahtalı Mah. Kiteyol Sok No: 24 Nilüfer Bursa,Türkiye,"Poligon Muhendislik, part of the PLG Group, started operations in 2013 with a team built on strong engineering expertise and over a decade of industry experience. PLG Group, which includes Poligon Muhendislik, PLG Labs, and PLG Engineering, delivers value-added engineering solutions across a wide range of industries, particularly defence, aerospace, and automotive, through its specialized expertise in 3D technologies and additive manufacturing. With a robust infrastructure covering the entire journey from concept to production, the Group provides end-to-end services in product development, rapid prototyping, soft tooling, and low-volume manufacturing. Poligon Muhendislik is the Authorized Reseller in Türkiye for industry-leading brands HP and Scanology in the field of 3D technologies. Within this scope, the company offers sales and after-sales services for HP 3D printers and Scanology 3D scanners. Leveraging its technical capabilities and advanced technological infrastructure, Poligon Muhendislik aims to support its customers with fast, cost-effective, and reliable solutions throughout their time-to-market processes. With a strong focus on innovation, the company invests not only in today’s technologies but also in those of the future, making state-of-the-art, dependable solutions a core principle of its approach.",https://sahaexpo.com/en/katilimci/poligon-muhendislik
POLOPTECH,6,6E-08b,"Space Technologies and Satellite Systems, Optical Material and Electro-optic Device Technologies, Design, Analysis, and Engineering Services, Testing and Certification Systems",info@poloptech.com,www.poloptech.com,Saray Mah. 83. Sok. No: 8 Kahramankazan / Ankara,Türkiye,"Poloptech Optics and Space Industry Inc. was established in 2022 under Polat Holding, a group with a strong heritage spanning 70 years of experience and trusted partnerships. In its state-of-the-art facilities, Poloptech manufactures high-quality precision optics with advanced capabilities in grinding, polishing, and optical coating. Completing its production infrastructure in 2023, Poloptech now provides private companies and institutions with the highest quality precision optical components, supported by cutting-edge CNC grinding, polishing, and optical coating machines. Poloptech has also completed its infrastructure for the production and testing of large optics that require special manufacturing and precision measurement techniques, such as those used in satellite cameras and astronomical telescopes. At the same time, the company is working on the development of Mini Satellite Cameras to be designed and produced in Türkiye. Production of Optical Components Poloptech’s production facilities enable the manufacturing of spherical optics ranging from 5 to 300 mm and aspherical optics up to 500 mm in size. The company provides comprehensive support and consultancy services for defining specifications, manufacturing, and testing of optical components used in its customers’ optical systems. In addition to precision optics manufacturing, Poloptech also offers support and consultancy services for companies operating in the precision optics sector in the design, production, integration, maintenance, and testing of optical systems. Optical Coating Services Poloptech also delivers specialized solutions for clients requiring custom coatings. With its capabilities in coating design and processing for all types of optical filters and windows, the company performs the necessary testing after production and ensures reliable delivery. Production of Optical Systems Poloptech provides support and consultancy services for the prototyping, serial production, integration, and testing of optical systems designed by its customers. Prototyping, integration, and testing of optical systems designed by institutions are among Poloptech’s areas of expertise. System Design of Large Optics and Optical Systems Poloptech offers technical support and consultancy in optical design and opto-mechanical design of large optics. Leveraging its know-how and experience, the company also provides system engineering support throughout the entire process, from defining system requirements to production. Poloptech – Space As Poloptech Space, we are a trusted team with proven expertise in satellite cameras and precision optical systems. Believing that every mission requires absolute confidence, we deliver our projects on time, with precision and reliability. With our agile, reliable, and mission-focused approach, we provide tailored, end-to-end solutions that support the success of next-generation space missions. Our Capabilities: • Space-qualified electronics & rad-hard designs • Telescopes and advanced lens-based optical solutions • Smart imaging payloads with AI-driven on-board processing • High-efficiency image & video compression • Redundant, high-reliability electronic architectures Products & Projects: • Wide-Angle Video Camera for deep space missions • Vision-Based Navigation for the Moon and Mars • Video and Image Processing Unit",https://sahaexpo.com/en/katilimci/poloptech
POLYFET,2,2C-03,,contact@polyfet.com,polyfet.com,"1110 Avenida Acaso Camarillo, CA. 93012",States,"Based and operated entirely out of Southern California for over 40 years, we design and manufacture high-performance RF power transistors and RF amplifier modules with a focus on exceptional customer service. Our experienced engineering team supports your project every step of the way—from initial concept through high-volume production. We offer evaluation amplifiers, expert design input, and fast, reliable technical support to keep your development moving forward. Our long product life cycles reflect a deep commitment to lasting partnerships. When you work with us, you gain a reliable supplier whose components help keep your products in production for decades.",https://sahaexpo.com/en/katilimci/polyfet
POMONA ELECTRONICS,7,7C-06,,technicalsupport@pomonaelectronics.com,www.pomonaelectronics.com,"6920 Seaway Blvd, MS203A, Everett, Washington, 98203, United States",States,,https://sahaexpo.com/en/katilimci/pomona-electronics
PONTIS EMC,7,7C-06,,info@audivo.com,www.pontis-emc.com,Audivo GmbH | Irrenloher Damm 30 | 92521 Schwarzenfeld | GERMANY,Germany,"The roots of PONTIS EMC go back to 1989, when Erich Böhm developed the first controller for antenna masts and turntables for HD (Heinrich Deisel) GmbH. In 1994 the PONTIS Messtechnik was founded and soon after that the first shielded cameras were developed. Since then more than 2,300 cameras, 500 audio units and 1,100 controllers have been delivered to EMC testing facilities all over the world. In 2006 the businesses of Pontis Media and PONTIS-Messtechnik were merged in a new company AUDIVO GmbH. The well established brand name PONTIS-EMC has been kept.",https://sahaexpo.com/en/katilimci/pontis-emc
PONTIS EMC PRODUCTS,3,3B-15,,ida@ida-test.com,www.ida-test.com/markalar/pontis,"Audivo GmbH, Irrenloher Damm 30, 92521 Schwarzenfeld",Germany,,https://sahaexpo.com/en/katilimci/pontis-emc-products
Poppe + Potthoff,5,5J-10,,info@poppe-potthoff.com,www.poppe-potthoff.com,"Dammstraße 17
33824 Werther | Germany",Germany,,https://sahaexpo.com/en/katilimci/poppe-potthoff
POWELL LİMİTED,2,2A-05,"Sensor and Sensor Systems Technologies, Electronic & Electromechanical Systems, Communication, Command Control, and Information Technologies, Space Technologies and Satellite Systems, Vehicle-Mounted Equipment Systems, Electronic Warfare and Directed Energy Technologies, Missile and Rocket Systems, Cabling and Power Distribution Systems, Optical Material and Electro-optic Device Technologies, Design, Analysis, and Engineering Services, Unmanned Systems, Aircraft and Aviation Technologies, Propulsion and Power Systems",europe@powell.com,www.powell.com,"Suite 11192, 26/27 Upper Pembroke Street, Dublin 2, D02 X361, Ireland",Ireland,"Design consultancy and distribution company specializing in connectors, sensors, relays, cables, EMC solutions. Connector manufacturer, ISO9001, AS9100D & AS3120B. Technical support. Specialized in Harsh environments for military and avionics",https://sahaexpo.com/en/katilimci/powell-limited
"Power Connector, LLC",2,2D-03a,,info@adozmuhendislik.com,powerconnector.com,"Power Connector, LLC 140 Wilbur Place Bohemia, NY 11716",States,"Located in Suffolk County, New York, Power Connector LLC (PCI), has established itself as a leader in the design and development of standard and custom TacCom connectors. With a strong focus on quality and performance, PCI offers an extensive range of products for the defence industry. Power Connector is a Defense Logistics Agency QPL manufacturer of MIL-DTL-55181 and MIL-DTL-55116 connectors which complement our other product offerings of power connectors, audio connectors and interconnect components for hand-held and mounted radio systems, specialty connectors, cable and conduit assemblies, box builds and electro-mechanical hardware. PCI's commitment to excellence and innovation is demonstrated by our top-notch equipment, our stringent quality standards and our skillful, dedicated employees.",https://sahaexpo.com/en/katilimci/power-connector-llc
Power Master Semiconductor,2,2C-05,,info@e-kom.com,www.powermastersemi.com,79-20 Gwahaksaneop4-ro Oksan-myeon Heungdeok-gu Cheongju-si Chungcheongbuk-do Republic of Korea,Korea,"Power Master Semiconductor was founded in January 2018 by a group of experts with more than 20 year’s experience of design, application, process and marketing area at leading semiconductor companies. Power Master semiconductor is the only Korean Integrated Power device manufacturer with FAB and R&D center in Korea. To provide price performance solution at power market, which some of the leading companies dominate, we will continuously launch new products especially in the efficiency required market such as servers, energy, industrial application and electric vehicles. In addition to new products, we will offer system solution by application support in line with new products and systems. The perfect combination between inhouse and subcontractor will make us possible to provide cost competitive products.",https://sahaexpo.com/en/katilimci/power-master-semiconductor
POYKAL MAKİNE,4,4E-25,"Machinery and Other Manufacturing Equipment, Material and Material Shaping Technologies, Unmanned Systems, Missile and Rocket Systems",ozgur@poykal.com,www.poykal.com,Akçaburgaz Mahallesi 3105 Sokak NO:16/3 Esenyurt / İstanbul/TÜRKİYE,Türkiye,"Poykal Makine is a trusted manufacturing partner for prime contractors in the aerospace and defence industries, specializing in projects that require high-precision machining. With 13 years of experience, advanced machining capabilities, and strong engineering expertise, we manufacture even the most complex parts to the highest quality standards.",https://sahaexpo.com/en/katilimci/poykal-makine
PPG Aerospace,4,4F-17,,sales@mabayco.com,www.ppg.com,"19 Mayıs Mah. Yamaç Sk. VERA Plaza No:3 Kat:2 İç kapı No:3, 34736 Kadıköy/İstanbul/Türkiye",States,"PPG: WE PROTECT AND BEAUTIFY THE WORLD® At PPG (NYSE:PPG), we work every day to develop and deliver the paints, coatings and specialty materials that our customers have trusted for more than 140 years. Through dedication and creativity, we solve our customers’ biggest challenges, collaborating closely to find the right path forward. With headquarters in Pittsburgh, we operate and innovate in more than 70 countries and reported net sales of $15.8 billion in 2024. We serve customers in construction, consumer products, industrial and transportation markets and aftermarkets. To learn more, visit www.ppg.com and follow @PPG on X and @PPGIndustries on Facebook, Instagram and Threads.",https://sahaexpo.com/en/katilimci/ppg-aerospace
PRATİK BETON,5,5I-13c,Composite Material Technologies,info@pratikbeton.com.tr,www.pratikbeton.com.tr,Sanayi mh. teknopark bulvarı 4/C Pendik İstanbul,Türkiye,"Pratik Beton is an innovative R&D company operating within Teknopark Istanbul, focused on developing advanced engineering solutions. Our company delivers high value-added products to the defense and infrastructure sectors through high-performance composite materials developed with local and national capabilities. Our RB (Rollable Concrete) technology is designed to provide fast, practical, and high-strength solutions in challenging field conditions. The RB system can be effectively used in critical applications such as: Military protection and defensive structures Helicopter landing pads Emergency shelters Infrastructure and surface protection applications Thanks to its lightweight structure, ease of transportation, and rapid installation, RB offers significant advantages—especially in defense projects where operational speed and logistical efficiency are crucial. Compared to conventional concrete systems, RB can be deployed much faster while delivering high durability and long service life. As Pratik Beton, our goal is to contribute to Türkiye’s engineering capabilities by developing innovative, durable, and rapidly deployable systems for defense and infrastructure applications through advanced material technologies.",https://sahaexpo.com/en/katilimci/pratik-beton
PRECITECH,5,5J-10,,Precitech.MachineSales@ametek.com,www.precitech.com,"44 Black Brook Road
Keene, NH 03431 USA",States,,https://sahaexpo.com/en/katilimci/precitech
PRECIZIKA Metrology UAB,2,2A-07,,r.zmitroviciute@precizika.com,www.precizika.com,"Zirmunu str 139,lt-09120 ,Vilnius",Lithuania,"Precizika Metrology has a long history of old traditions in the leadership of design and production of metrological equipment – rotary, angle, linear encoders and optical encoder gratings. The Lithuanian company has been in the industry since 1961 and with this heritage comes both pride and great responsibility to continuously move forward, improve and evolve in order to satisfy the ever-changing industry needs. A huge part of time spent in the industry was dedicated to working with top-of-the-line original equipment manufacturing (OEM) companies, listening to their feedback and providing innovative solutions to a variety of diverse challenges. We are an active member of the Cluster of Manufacturing Innovators (CoMI) and co-founders of the Manufacturing Innovation Valley in Vilnius. Company is ISO 9001 certified for over 20 years.",https://sahaexpo.com/en/katilimci/precizika-metrology-uab
PROCASE SAVUNMA,7,7B-16,"Machinery and Other Manufacturing Equipment, Aircraft and Aviation Technologies, Material and Material Shaping Technologies",info@procase.com.tr,www.procase.com.tr,"Yukarı Dudullu, Yolcu Sk. No:10, 34775 Ümraniye/İstanbul",Türkiye,"It is a brand that enables users to safely transport and protect their valuable equipment. With our industrial-grade, durable, and innovative products, we aim to provide our customers with the highest level of security and protection. Appealing to a wide range of users from professionals to adventurers, ProCase is a reliable partner to keep your equipment safe with its diverse carrying and protective case solutions.",https://sahaexpo.com/en/katilimci/procase-savunma
PRODEF,3,3G-36b,Material and Material Shaping Technologies,info@pro-def.com.tr,www.pro-def.com.tr,Anadolu Organize Sanayi Bölgesi Dumlupınar Caddesi No: 22 Sincan / Ankara,Türkiye,"As Pro-Def Rubber Metal Machinery Manufacturing Industry and Trade Inc.; we provide customized engineering solutions in rubber, silicone, liquid silicone rubber (LSR), and plastic manufacturing through our advanced technology and in-house design infrastructure. With high-precision production capabilities in elastomer and thermoplastic materials, we develop project-specific solutions tailored to our customers’ requirements. Our advanced machinery park includes rubber compression press lines, silicone and LSR injection systems, and plastic injection infrastructure. Supported by a strong technical team, we deliver high-quality manufacturing primarily for the defence industry, as well as medical, electronics, and automotive sectors. Pro-Def manufactures using custom-formulated rubber and silicone compounds, high-performance LSR solutions, and engineering-grade plastics in compliance with international material standards. Our production processes align with ASTM, MIL, and sector-specific quality requirements, ensuring sustainable and reliable products. Through sealing elements, vibration isolators, technical plastic components, precision LSR parts, and project-based elastomer solutions, we actively contribute to localization initiatives and add value to the defence ecosystem. Driven by technological advancement, innovation, and localization vision, Pro-Def acts as an integrated solution partner in rubber, silicone, LSR, and plastic manufacturing, committed to delivering superior customer satisfaction.",https://sahaexpo.com/en/katilimci/prodef
PRODIGIT,7,7C-06,,marketing@goodwill.com.tw,www.prodigit.com,"No. 7-1, Zhongxing Rd., Tucheng Dist., New Taipei City 236, Taiwan ( R.O.C. )",Taipei,"Prodigit develops, manufactures and markets power electronics test and measurement instruments. Since 1986, Prodigit has achieved a high level of quality and reliability in technologies relating to DC and AC Electronic Loads, Digitizing Power Meters, and Precision Current Shunts. This proven performance enables us to have some of the most advanced technologies for these products worldwide. Meeting the increasing need for test and measurement systems with high speed, accuracy, productivity, versatility and respectability has always been Prodigit objective. AII of our instruments have been designed to be user friendly with operation possible manually from the front panel or remotely using GPIB, RS232, USB and LAN interface. This allows the instruments to be used on a test bench or in a completely automated system. Typical applications for these instruments are research & development, production, incoming inspection, quality control and ATE systems. Some of the most frequent applications for Prodigit instruments are the development and testing of switching power supplies, batteries and UPS systems.",https://sahaexpo.com/en/katilimci/prodigit
PROFEN,4,4E-13,"Space Technologies and Satellite Systems, Communication, Command Control, and Information Technologies",seyma.izler@profen.com,www.profen.com,"Kaptanpaşa mah. Halit Ziya Turkkan sok, Famas Plaza C Blok Şişli",Türkiye,"Profen established in 1995, Profen is a global company offering products and solutions in the Teleport & Satellite Network and Communication Technologies sectors through its growing R&D center. Headquartered in Istanbul, Profen provides innovative and high-tech solutions worldwide with offices in Ankara and Konya. Profen has expertise and knowledge across a wide range of industries, from commercial products to advanced technology projects. The company prioritizes investing in education within the field of technical innovation, aiming to enhance the success and efficiency of its employees. With its experienced and competent staff, Profen delivers projects of all scales and budgets with superior communication and project management skills, even in environments defined by security, cultural differences, and environmental factors.",https://sahaexpo.com/en/katilimci/profen
PROMEC,2,2B-04,"Design, Analysis, and Engineering Services, Electronic & Electromechanical Systems",info@promec.com.tr,www.promec.com.tr,İVEDİKOSB MAHALLESİ MELİH GÖKÇEK BLV. NO: 127/13 YENİMAHALLE/ANKARA,Türkiye,"Triyosys by Promec is a technology brand focused on developing engineering and manufacturing solutions for the defence industry and electro-optical systems. The brand designs and manufactures pan-tilt systems, tripods, mobile surveillance systems, and various electro-optical platform solutions. With strong expertise and R&D capabilities in mechanical design, precision motion systems, stabilization technologies, and electro-optical integration, Triyosys by Promec delivers high-performance and reliable systems. Its products are designed in accordance with the principles of quality, durability, and functionality to operate effectively under demanding environmental and operational conditions. Providing solutions for defence, security, and other critical application areas, Triyosys by Promec aims to create value in national and international markets through its innovative approach, domestic engineering capability, and solution-oriented service understanding.",https://sahaexpo.com/en/katilimci/promec-muhendislik-ltdsti
PROMOTECH,2,2A-20,"Machinery and Other Manufacturing Equipment, Weapons and Ammunitions",info@promotech.com.tr,www.promotech.com.tr,"Ahi Evran Mah OSB MAH, OZBEKİSTAN CAD. NO 12",Türkiye,"Promotech has nearly 50 years of experience in its branch. Promotech produces profiles  from we are a dynamic company for the design and production of cold drawn steel profiles with special sections. With a close cooperation with our customers, we provide high quality solutions compatible with the requirements. Almost all kind of steel grades, including stainless steels. Promotech's annual production capacity is over 10.000 ton. Over 65% of its products are  exported to many countries.The technical team consisting of more than 201 employees has many years of experiences. Designs and manufacturing of tools for special profiles are made in our own plant.At the stage of the profile designing, we provide the optimized solutions to achieve the best cost and quality.All tests belonging to the  production of profiles are done in our own laboratories. Promotech is the  leader in sector in Turkey and is one of the leading producers in the  world. Continuous improvements and investments in capacity increase and investement are continuing.",https://sahaexpo.com/en/katilimci/promotech
PROTERM,3,3G-36c,"Vehicle-Mounted Equipment Systems, Design, Analysis, and Engineering Services",info@protermenerji.com,www.protermenerji.com,Malıköy Başkent OSB Mahallesi Başkent Bulvarı No:43 Temelli Sincan/ANKARA,Türkiye,"Established in 2002, Proterm is an export-oriented engineering and manufacturing company that develops high-tech solutions for the defence industry. The company specializes in Chemical, Biological, Radiological and Nuclear (CBRN) protection systems. Proterm provides integrated protection solutions compliant with NATO standards for military land vehicles, critical facilities, and strategic infrastructures. CBRN filtration systems that can be integrated into mobile and fixed platforms, along with Dual Wheel Sampling Systems (DWSS), constitute Proterm’s core competencies in operational safety and threat detection. In addition to its CBRN systems, Proterm develops next-generation indigenous Light Tactical Vehicles (UTV) for armed forces and security agencies. The company delivers turnkey solutions in system design, R&D, and platform integration. Operating also in the field of decontamination systems and advanced technologies, Proterm provides comprehensive and scalable solutions within an integrated CBRN protection concept. With its strong engineering capabilities, flexible manufacturing infrastructure, and vision for international collaboration, Proterm is a reliable and strategic solution partner for allied countries.",https://sahaexpo.com/en/katilimci/proterm
PRP Optoelectronics Ltd,2,2A-07,,,,,,PRP are world leaders in high performance LED technology products.,https://sahaexpo.com/en/katilimci/prp-optoelectronics-ltd
PSEMI,2,2C-03,,ales_americas@psemi.com,psemi.com,"9369 Carroll Park Drive San Diego, CA 92121",States,"At pSemi, we design and manufacture innovative semiconductor solutions. We take what “can’t be done” and transform it into an industry first. Whether it is a cutting-edge design technique, a transformative architecture or a novel technology platform, our team explores new ways to make electronics smaller, thinner, faster and more efficient. Our RF, power management and sensor products are designed into devices that are used by millions of people worldwide. You’ll find our integrated circuits in your smartphone, your cable modem, your laptop and your neighborhood’s new 5G base station. Headquartered in San Diego, we have offices on three continents and a worldwide sales team to support our customers. Our offices are located in major global tech hubs to support our growing team of talented electrical engineers. We build intelligent electronics for the connected world.",https://sahaexpo.com/en/katilimci/psemi
QINETIQ,1,1C-16a,"Engineering and Technical Consultancy Services, Design, Analysis, and Engineering Services, Aircraft and Aviation Technologies, Unmanned Systems, Material and Material Shaping Technologies",marketing@qinetiq.com,www.qinetiq.com,"Cody Technology Park, Ively Road, Farnborough, Hampshire, GU14 0LX, United Kingdom",Kingdom,"QinetiQ is an integrated global defence and security company focused on mission-led innovation. We employ c.8,000 highly-skilled people, committed to creating new ways of protecting what matters most; testing technologies, systems, and processes to make sure they meet operational needs; and enabling customers to deploy new and enhanced capabilities with the assurance they will deliver the performance required.",https://sahaexpo.com/en/katilimci/qinetiq
QUA Energy,2,2D-03a,,info@adozmuhendislik.com,quanergy.com,"128 Baytech Drive, San Jose, CA 95134, USA",States,"Quanergy’s mission is to enhance people’s experiences and safety by enabling a new generation of automation processes in the physical security, industrial automation and smart spaces markets. SUNNYVALE, Calif. – Feb. 23, 2023 – A group of investors that includes former Quanergy Systems, Inc. board member Tamer Hassanein has emerged as the winning bidder for Quanergy’s assets in an auction administered by the United States Bankruptcy Court for the District of Delaware. Following a competitive process that started with five bidders, the investors’ company was confirmed by the Bankruptcy Court as the winning bidder, thus successfully completing Quanergy’s Chapter 11 sale. “We are extraordinarily excited about Quanergy’s future. It has confirmed product market fit in the security market and a superlative list of Fortune 100 customers, and it has established a clear technology lead over industrial incumbents. We are committed to helping the company’s management team support and grow the hundreds of customers and partners that have chosen Quanergy, while continuing to invest further in innovative LiDAR solutions.” Tamer Hassanein, director of the board, Quanergy",https://sahaexpo.com/en/katilimci/qua-energy
QUADROBOTİCS,3,3A-01c,"Innovative Startups, Software and Artificial Intelligence",info@quadrobotics.ai,www.quadrobotics.ai,"3035. cadde no:68 Hayrankule, ofis no:144, 06531 Çankaya/Ankara",Türkiye,"QuadRobotics transforms any legged robot platform into an operational system through our three-layer modular architecture: Carrier platforms, QuadKit hardware modules, and QuadStack software platform.",https://sahaexpo.com/en/katilimci/quadrobotics
QUALWAWE,3,3B-15,,ida@ida-test.com,www.qualwave.com/products.htm,"5F, Bldg. 1, Tianke Plaza, No. 999 Tiangong Ave., Tianfu New Area, Chengdu,",China,Qualwave Inc. is the top designer and manufacturer of microwave and millimeter wave products. We supply both active and passive components in a wide frequency range from DC to 110GHz all over the world. We provide a series of standard products to meet the needs of most customers. Mean while we customize products according to special requirements.,https://sahaexpo.com/en/katilimci/qualwawe
Quanser,5,5J-03b,,sales@enox.com.tr,enox.com.tr/solution-partners/quanser,"119 Spy Ct, Markham, ON L3R 5H6",Canada,"QDrone / Autonomous Vehicles Research StudioHigh-performance drone for indoor labsThe Quanser QDrone autonomous air vehicle is a midsize quadrotor equipped with a powerful onboard Intel® Aero Compute Board, multiple high-resolution cameras, and built-in Wi-Fi. As part of the Autonomous Vehicles Research Studio, this direct-access research-grade drone is tuned to accelerate your research and is ideal for innovative research in multi-agent, swarm, and vision-based applications.",https://sahaexpo.com/en/katilimci/quanser
QUANTUM DATA,7,7C-06,,support@teledynelecroy.com,www.teledynelecroy.com/quantum-data,"700 Chestnut Ridge Road Chestnut Ridge, NY 10977-6499",States,"Teledyne LeCroy Inc. announced today that it has entered into an agreement to acquire Quantum Data, Inc., the market leader in HDMI and SDI signal generators and protocol analyzers as well as test tools for other digital video technologies. Teledyne LeCroy is the market leader in protocol test tools for well known serial data standards like USB, PCI Express, SAS, and SATA. The Company’s strategy is to continue to expand its protocol offerings into additional wired and wireless data communication standards with the goal to be the market leader in each protocol standard. Teledyne LeCroy expects that acquiring Quantum Data will enable it to: Broaden its offering of Serial Data Protocol Analysis and Test Tools. Capitalize on growing customer demand for HDMI video generators and test tools. Further penetrate the video broadcast market for emerging serial data test requirements. Build on the recent acquisition of Frontline Test Equipment, a leader in wireless protocol test, bolstering recognition of Teledyne LeCroy as the leader in protocol test solutions.",https://sahaexpo.com/en/katilimci/quantum-data
QUARK OPTICAL,3,3A-01u,"Electronic Warfare and Directed Energy Technologies, Sensor and Sensor Systems Technologies, Innovative Startups",info@quarkoptical.com,www.quarkoptical.com,"Sanayi, Teknopark Blv No:1/4C İç Kapı No:115, 34906 Pendik/İstanbul",Türkiye,"As Quark Optical, we were established in Digitalpark Teknokent in 2022 with the support of TÜBİTAK 1512. Since 2023, we have been conducting our design, product development and manufacturing activities within Cube Incubation located in Teknopark Istanbul. Starting with the APD Module, we have expanded our product portfolio since our establishment, focusing on the development of competitive and niche products in the electro-optical and acoustic fields. We provide our customers with high quality, reliability and durability. The unique design and carefully selected components of our circuit boards enhance the technical superiority and performance of our products. As a company, we aim to be a trustworthy brand by prioritizing customer satisfaction and adhering to quality standards. In our work in the electro-optical and acoustic fields, we strive to play a leading role in the industry by producing innovative and advanced technology products and projects that utilize information from light.",https://sahaexpo.com/en/katilimci/quark-optical
QUATRO METAL,1,1B-11b,"Material and Material Shaping Technologies, Aircraft and Aviation Technologies, Missile and Rocket Systems",info@quatrometal.com,www.quatrometal.com,"Divan Sitesi, Alacaatlı, 3314. Sk NO:6, 06460 Çankaya/Ankara, Türkiye",Türkiye,"Established in Ankara, Quatro Metal is a supply and solution center specializing in qualified raw material procurement for high-tech industries, particularly in the defence, aerospace, and medical sectors. We provide fast and reliable solutions to the demands of industrial organizations through our global network of manufacturers and strong logistics infrastructure. In addition to our strong stock and supply capabilities in Titanium and its alloys, our company imports Magnesium, PEEK (engineering plastics), superalloys, and special grade stainless steel groups. As Quatro Metal, our core principle is to deliver certified raw materials that meet specific project requirements to the industry at the right cost and with optimum lead times. In our procurement processes, we collaborate with manufacturing partners who hold AS 9100 and ISO 13485 Quality Management System certifications and provide raw materials tested in ISO 17025 accredited laboratories. Our products are fully compliant with aerospace and medical industry standards.",https://sahaexpo.com/en/katilimci/quatro-metal
QUBITRIUM,5,5K-02g,"Space Technologies and Satellite Systems, Electronic & Electromechanical Systems",info@qubitrium.tech,www.qubitrium.tech,NİŞANTEPE MAH. ORMAN SK. ÖZYEĞİN ÜNV. ÖZYEĞKAMPÜS BİNASI SİTESİ NO:34-36/1 ÇEKMEKÖY/İSTANBUL,Türkiye,"Founded to develop advanced quantum technologies on the cusp of the second quantum revolution, our company offers solutions to problems in the fields of quantum communication and quantum sensing. While providing services to develop and manufacture advanced quantum products, we also prepare training programs in quantum technologies for industrial organizations. We are developing the building blocks of quantum internet for use in space and on earth, such as entangled photon sources, single-photon detectors, and time-stamping modules. At the same time, we are conducting advanced R&D work on quantum memories, diamond defect-based sensors, magnetometers, and quantum GPS solutions with strategic partners from Europe, the US, and TÜRKİYE",https://sahaexpo.com/en/katilimci/qubitrium
QUECTEL,2,2D-13e,,info@ozdisan.com,www.ozdisan.com/ureticiler/quectel,ÖZDİSAN-TÜRKİYE,Türkiye,"Quectel'in daha akıllı bir dünya tutkusuyla hareket etmesi, şirketin IoT inovasyonunu hızlandırmasını sağlıyor. Son derece müşteri odaklı bir organizasyon olarak Quectel, üstün destek ve hizmetlerle güçlendirilmiş küresel bir IoT çözümleri sağlayıcısıdır. 5900 kişilik büyüyen küresel ekibi; hücresel, GNSS, Wi-Fi ve Bluetooth modülleri ile antenler ve hizmetlerde inovasyona yön vermektedir. Dünyanın dört bir yanındaki bölgesel ofisleri ve destek birimleriyle, uluslararası liderliği IoT'yi geliştirmeye ve daha akıllı bir dünya inşa etmeye kendini adamıştır.",https://sahaexpo.com/en/katilimci/quectel
RADARSAN,5,5K-02h,"Sensor and Sensor Systems Technologies, Software and Artificial Intelligence",info@radarsan.com,radarsan.com,Sanayi Mahallesi Teknopark Bulvarı Teknopark İstanbul 1/9C No: Z01 Pendik 34906 İstanbul,Türkiye,"Radarsan is a high-tech company specialized in remote sensing technologies. The company’s main areas of activity include sensor fusion, radar systems, and artificial intelligence (deep learning) projects. With its motto “Sense. Know. Act.”, it focuses on high value-added, export-oriented R&D projects. Since 2014, Radarsan has been conducting research and development activities in these fields, and in 2022, it became a subsidiary of Defence Industry Technologies (SSTEK) Inc., an organization under the Presidency of Defence Industries of the Republic of Türkiye.",https://sahaexpo.com/en/katilimci/radarsan
RADIO TEKNOLOJİ,6,6F-01a,"Communication, Command Control, and Information Technologies",info@radioteknoloji.com.tr,www.radioteknoloji.com.tr,Avrupa Residence Ataköy 7-8-9-10. Kısım Mah. Çobançeşme E-5 Yan Yol Cad. No: 8/1A Blok Daire: 10 Bakırköy - İstanbul,Türkiye,"Radio Teknoloji Hizmetleri A.Ş. delivers high-performance and reliable solutions as a distributor and system integrator in the field of broadband wireless communication infrastructures. We design and implement robust, end-to-end, and sustainable wireless communication networks to ensure the uninterrupted continuity of critical operations. With our Point-to-Point (PtP) and Point-to-Multipoint (PtMP) systems, outdoor Wi-Fi solutions, mobile communication infrastructures for vehicles, and 4G/5G LTE solutions, we provide high-capacity, stable, and secure wireless network backbones for enterprise projects. Even in areas where fiber infrastructure is insufficient or unavailable, we enable seamless connectivity under all conditions through our scalable, high-bandwidth solutions, supporting organizations in their digital transformation with a strong and reliable infrastructure.",https://sahaexpo.com/en/katilimci/radio-teknoloji
RADYO MÜHENDİSLİĞİ FABRİKASI,1,1A-22,,radiozavod@mdi.gov.az,"Ramiz Guliyev, Bakü, Hatai, AZ1123",,Azerbaijan,,https://sahaexpo.com/en/katilimci/radyo-muhendisligi-fabrikasi
